2023-04-06 08:53:07, Happy
2023-04-06 08:53:07, Happy
2023-04-06 08:53:18, Happy
2023-04-06 08:53:18, Happy
2023-04-06 08:53:18, Happy
2023-04-06 08:53:18, Happy
2023-04-06 08:53:19, Happy
2023-04-06 08:53:19, Neutral
2023-04-06 08:53:19, Neutral
2023-04-06 08:53:20, Neutral
2023-04-06 08:53:20, Neutral
2023-04-06 08:53:20, Happy
2023-04-06 08:53:20, Neutral
2023-04-06 08:53:21, Happy
2023-04-06 08:53:21, Neutral
2023-04-06 08:53:21, Neutral
2023-04-06 08:53:21, Neutral
2023-04-06 08:53:22, Neutral
2023-04-06 08:53:22, Neutral
2023-04-06 08:53:22, Neutral
2023-04-06 08:53:23, Neutral
2023-04-06 08:53:23, Happy
2023-04-06 08:53:23, Happy
2023-04-06 08:53:24, Happy
2023-04-06 08:53:24, Happy
2023-04-06 08:53:24, Happy
2023-04-06 08:53:24, Happy
2023-04-06 08:53:25, Happy
2023-04-06 08:53:25, Happy
2023-04-06 08:53:25, Neutral
2023-04-06 08:53:26, Neutral
2023-04-06 08:53:26, Neutral
2023-04-06 08:53:26, Neutral
2023-04-06 08:53:27, Neutral
2023-04-06 08:53:27, Neutral
2023-04-06 08:53:27, Neutral
2023-04-06 08:53:28, Neutral
2023-04-06 08:53:28, Neutral
2023-04-06 08:53:28, Neutral
2023-04-06 08:53:28, Neutral
2023-04-06 08:53:29, Neutral
2023-04-06 08:53:29, Neutral
2023-04-06 08:53:29, Neutral
2023-04-06 08:53:29, Neutral
2023-04-06 08:53:30, Neutral
2023-04-06 08:53:30, Neutral
2023-04-06 08:53:30, Neutral
2023-04-06 08:53:31, Neutral
2023-04-06 08:53:31, Sad
2023-04-06 08:53:31, Neutral
2023-04-06 08:53:31, Sad
2023-04-06 08:53:32, Sad
2023-04-06 08:53:32, Sad
2023-04-06 08:53:32, Sad
2023-04-06 08:53:33, Sad
2023-04-06 08:53:33, Sad
2023-04-06 08:53:33, Sad
2023-04-06 08:53:34, Sad
2023-04-06 08:53:34, Sad
2023-04-06 08:53:34, Sad
2023-04-06 08:53:34, Sad
2023-04-06 08:53:35, Sad
2023-04-06 08:53:35, Neutral
2023-04-06 08:53:35, Neutral
2023-04-06 08:53:36, Neutral
2023-04-06 08:53:36, Neutral
2023-04-06 08:53:36, Neutral
2023-04-06 08:53:36, Neutral
2023-04-06 08:53:49, Neutral
2023-04-06 08:53:49, Happy
2023-04-06 08:53:49, Happy
2023-04-06 08:53:49, Happy
2023-04-06 08:53:49, Neutral
2023-04-06 08:53:50, Neutral
2023-04-06 08:53:50, Neutral
2023-04-06 08:53:50, Neutral
2023-04-06 08:53:51, Neutral
2023-04-06 08:53:51, Neutral
2023-04-06 08:53:51, Neutral
2023-04-06 08:53:51, Neutral
2023-04-06 08:53:52, Neutral
2023-04-06 08:53:52, Neutral
2023-04-06 08:53:52, Neutral
2023-04-06 08:53:52, Neutral
2023-04-06 08:53:53, Neutral
2023-04-06 08:53:53, Neutral
2023-04-06 08:53:53, Neutral
2023-04-06 08:53:53, Neutral
2023-04-06 08:53:53, Neutral
2023-04-06 08:53:53, Neutral
2023-04-06 08:53:53, Neutral
2023-04-06 08:53:53, Happy
2023-04-06 08:53:54, Neutral
2023-04-06 08:53:54, Neutral
2023-04-06 08:53:54, Neutral
2023-04-06 08:53:55, Sad
2023-04-06 08:53:55, Sad
2023-04-06 08:53:55, Neutral
2023-04-06 08:53:56, Sad
2023-04-06 08:53:56, Neutral
2023-04-06 08:53:56, Sad
2023-04-06 08:53:57, Sad
2023-04-06 08:53:57, Sad
2023-04-06 08:53:57, Neutral
2023-04-06 08:53:58, Sad
2023-04-06 08:53:58, Sad
2023-04-06 08:53:58, Sad
2023-04-06 08:53:58, Sad
2023-04-06 08:53:59, Neutral
2023-04-06 08:53:59, Neutral
2023-04-06 08:53:59, Neutral
2023-04-06 08:54:00, Neutral
2023-04-06 08:54:00, Neutral
2023-04-06 08:54:00, Neutral
2023-04-06 08:54:01, Neutral
2023-04-06 08:54:01, Neutral
2023-04-06 08:54:01, Neutral
2023-04-06 08:54:02, Neutral
2023-04-06 08:54:02, Neutral
2023-04-06 08:54:02, Neutral
2023-04-06 08:54:02, Neutral
2023-04-06 08:54:03, Neutral
2023-04-06 08:54:03, Neutral
2023-04-06 08:54:03, Neutral
2023-04-06 08:54:04, Neutral
2023-04-06 08:54:04, Neutral
2023-04-06 08:54:04, Neutral
2023-04-06 08:54:05, Neutral
2023-04-06 08:54:05, Neutral
2023-04-06 08:54:05, Neutral
2023-04-06 08:54:06, Neutral
2023-04-06 08:54:06, Neutral
2023-04-06 08:54:06, Neutral
2023-04-06 08:54:07, Neutral
2023-04-06 08:54:07, Neutral
2023-04-06 08:54:07, Neutral
2023-04-06 08:54:08, Neutral
2023-04-06 08:54:08, Neutral
2023-04-06 08:54:08, Neutral
2023-04-06 08:54:09, Neutral
2023-04-06 08:54:09, Neutral
2023-04-06 08:54:09, Neutral
2023-04-06 08:54:10, Neutral
2023-04-06 08:54:10, Neutral
2023-04-06 08:54:10, Neutral
2023-04-06 08:54:11, Neutral
2023-04-06 08:54:11, Neutral
2023-04-06 08:54:11, Neutral
2023-04-06 08:54:12, Neutral
2023-04-06 08:54:13, Neutral
2023-04-06 08:54:13, Neutral
2023-04-06 08:54:13, Neutral
2023-04-06 08:54:14, Sad
2023-04-06 08:54:14, Sad
2023-04-06 08:54:15, Sad


